0103010405,01030104,Nyamuharaza
0103010406,01030104,Rukore
0103010407,01030104,Runyoni
0103010408,01030104,Sabununga
0103010501,01030105,Kigarama
0103010502,01030105,Kinyana
0103010503,01030105,Mugendo
0103010504,01030105,Nunga I
0103010505,01030105,Nunga Ii
0103010506,01030105,Rugasa
0103010601,01030106,Gahosha
0103010602,01030106,Gashubi
0103010603,01030106,Kaboshya
0103010604,01030106,Karambo
0103010605,01030106,Rebero
0103010606,01030106,Rugando I
0103020101,01030201,Amahoro
0103020102,01030201,Gakoki
0103020103,01030201,Gatenga
0103020104,01030201,Ihuriro
0103020105,01030201,Isangano
0103020106,01030201,Rugari
0103020201,01030202,Gwiza
0103020202,01030202,Ihuriro
0103020203,01030202,Jyambere
0103020204,01030202,Kamabuye
0103020205,01030202,Mahoro
0103020206,01030202,Ramiro
0103020207,01030202,Rebero
0103020208,01030202,Rugwiro
0103020209,01030202,Ruhuka
0103020210,01030202,Sangwa
0103020301,01030203,Bwiza
0103020302,01030203,Cyeza
0103020303,01030203,Gasabo
0103020304,01030203,Ihuriro
0103020305,01030203,Isonga
0103020306,01030203,Juru
0103020307,01030203,Marembo
0103020308,01030203,Murambi
0103020309,01030203,Nyanza
